jurisdiction,year,crime_reporting_change,crimes_estimated,state_population,violent_crime_total,murder_manslaughter,rape_legacy,rape_revised,robbery,agg_assault,property_crime_total,burglary,larceny,vehicle_theft,,,,,,
Wisconsin,2001,0,0,"5,405,947","12,486",192,"1,142",,"4,444","6,708","166,924","26,927","125,275","14,722",,,,,,
Wisconsin,2002,0,0,"5,439,692","12,238",154,"1,237",,"4,713","6,134","164,749","27,926","123,365","13,458",,,,,,
Wisconsin,2003,0,0,"5,474,290","12,104",183,"1,202",,"4,397","6,322","157,684","26,546","118,775","12,363",,,,,,
Wisconsin,2004,0,0,"5,503,533","11,548",154,"1,136",,"4,067","6,191","146,710","23,854","111,482","11,374",,,,,,
Wisconsin,2005,0,0,"5,527,644","13,367",206,"1,135",,"4,555","7,471","147,556","24,448","110,531","12,577",,,,,,
Wisconsin,2006,0,0,"5,556,506","15,899",165,"1,233",,"5,564","8,937","156,748","27,038","115,682","14,028",,,,,,
Wisconsin,2007,0,0,"5,601,640","16,330",185,"1,227",,"5,480","9,438","159,305","27,890","117,957","13,458",,,,,,
Wisconsin,2008,0,0,"5,627,967","15,507",146,"1,128",,"5,163","9,070","155,456","27,459","116,456","11,541",,,,,,
Wisconsin,2009,0,0,"5,654,774","14,650",146,"1,118",,"4,904","8,482","147,692","26,813","111,947","8,932",,,,,,
Wisconsin,2010,0,0,"5,691,659","14,167",155,"1,191",,"4,516","8,305","142,781","26,636","107,993","8,152",,,,,,
Wisconsin,2011,0,0,"5,709,843","14,268",138,"1,190",,"4,600","8,340","139,912","27,167","104,472","8,273",,,,,,
Wisconsin,2012,0,0,"5,724,554","16,254",169,"1,228",,"4,692","10,165","140,780","27,931","104,619","8,230",,,,,,
Wisconsin,2013,0,0,"5,742,953","16,118",163,"1,308","1,836","4,834","9,285","125,694","24,358","93,946","7,390",,,,,,
Wisconsin,2014,0,0,"5,757,564","16,714",165,"1,168","1,674","5,066","9,809","120,238","21,216","89,103","9,919",,,,,,
Wyoming,2001,0,0,"493,754","1,272",9,153,,84,"1,026","16,120","2,481","12,943",696,,,,,,
Wyoming,2002,0,0,"498,830","1,364",15,148,,93,"1,108","16,494","2,448","13,303",743,,,,,,
Wyoming,2003,0,0,"502,111","1,314",14,136,,84,"1,080","16,648","2,611","13,239",798,,,,,,
Wyoming,2004,0,0,"505,887","1,163",11,112,,67,973,"16,889","2,738","13,352",799,,,,,,
Wyoming,2005,0,0,"508,798","1,172",14,122,,78,958,"16,070","2,426","12,905",739,,,,,,
Wyoming,2006,0,0,"515,004","1,307",13,151,,72,"1,071","15,381","2,322","12,255",804,,,,,,
Wyoming,2007,0,0,"522,830","1,344",21,172,,84,"1,067","15,053","2,365","11,875",813,,,,,,
Wyoming,2008,0,0,"532,668","1,330",12,185,,87,"1,046","14,515","2,198","11,584",733,,,,,,
Wyoming,2009,0,0,"544,270","1,196",11,172,,78,935,"14,243","2,176","11,310",757,,,,,,
Wyoming,2010,0,0,"564,554","1,117",8,162,,77,870,"13,869","2,151","11,126",592,,,,,,
Wyoming,2011,0,0,"567,356","1,245",18,146,,71,"1,010","12,878","1,864","10,493",521,,,,,,
Wyoming,2012,0,0,"576,626","1,161",14,154,,61,932,"13,222","2,125","10,513",584,,,,,,
Wyoming,2013,0,0,"583,223","1,212",17,144,204,74,917,"12,809","1,956","10,275",578,,,,,,
Wyoming,2014,0,0,"584,153","1,142",16,126,174,53,899,"11,477","1,689","9,185",603,,,,,,
     Connecticut,2015,0,0,3590886,7845,117,582,773,2892,4063,65066,10053,48675,6338,,,,,,
     Maine,2015,0,0,1329328,1729,23,354,474,311,921,24327,4684,18829,814,,,,,,
     Massachusetts,2015,0,0,6794422,26562,128,1608,2075,5288,19071,114871,21890,84912,8069,,,,,,
     New Hampshire,2015,0,0,1330608,2652,14,461,627,468,1543,23229,3467,18871,891,,,,,,
     Rhode Island,2015,0,0,1056298,2562,29,338,459,556,1518,20043,3947,14707,1389,,,,,,
     Vermont,2015,0,0,626042,739,10,121,136,101,492,8806,1968,6660,178,,,,,,
     New Jersey,2015,0,0,8958013,22879,363,1019,1373,9729,11414,145701,27960,105963,11778,,,,,,
     Pennsylvania,2015,0,0,12802503,40339,658,3122,4305,13003,22373,232085,39664,180287,12134,,,,,,
     Illinois,2015,0,0,12859995,49354,744,3549,4821,14910,28879,255729,46443,191634,17652,,,,,,
     Indiana,2015,0,0,6619680,25653,373,1789,2404,7111,15765,171847,34410,123918,13519,,,,,,
     Michigan,2015,0,0,9922576,41231,571,4163,6450,7796,26414,187101,40041,131296,15764,,,,,,
     Ohio,2015,0,0,11613423,33898,500,4154,5149,12554,15695,300525,69303,213993,17229,,,,,,
Wisconsin,2015,0,0,5771337,17647,240,1224,1780,5232,10395,113924,19554,83385,10985,,,,,,
     Iowa,2015,0,0,3123899,8936,72,851,1156,1047,6661,63957,14892,44723,4342,,,,,,
     Kansas,2015,0,0,2911641,11353,128,1251,1615,1818,7792,79199,15362,56880,6957,,,,,,
     Minnesota,2015,0,0,5489594,13319,133,1686,2321,3771,7094,121984,19299,94704,7981,,,,,,
     Missouri,2015,0,0,6083672,30261,502,1854,2553,6376,20830,173642,34006,122637,16999,,,,,,
     Nebraska,2015,0,0,1896190,5212,62,652,873,994,3283,42495,6422,32072,4001,,,,,,
     North Dakota,2015,0,0,756927,1812,21,276,345,148,1298,16020,2997,11440,1583,,,,,,
     South Dakota,2015,0,0,858469,3289,32,441,495,216,2546,16680,2960,12532,1188,,,,,,
     Delaware,2015,0,0,945934,4720,63,243,341,1235,3081,25455,4773,19501,1181,,,,,,
     District of Columbia,2015,0,0,672228,8531,162,366,494,3742,4133,31435,2971,25200,3264,,,,,,
     Florida,2015,0,0,20271272,93626,1041,5430,7553,21137,63895,570270,109268,420341,40661,,,,,,
     Georgia,2015,1,0,10214860,38643,615,2296,3224,12247,22557,308723,66374,215867,26482,,,,,,
     Maryland,2015,0,0,6006401,27462,516,1184,1666,9863,15417,139048,25678,100219,13151,,,,,,
     North Carolina,2015,0,0,10042802,34852,517,1939,2684,8825,22826,276183,74841,187907,13435,,,,,,
     South Carolina,2015,0,0,4896146,24700,399,1707,2297,3931,18073,161245,34551,113724,12970,,,,,,
     Virginia,2015,0,0,8382993,16399,383,1493,2340,4441,9235,156470,21340,127019,8111,,,,,,
     West Virginia,2015,0,0,1844128,6231,70,420,672,760,4729,37251,9170,25842,2239,,,,,,
     Alabama,2015,0,0,4858979,22952,348,1456,2039,4611,15954,144746,35255,99156,10335,,,,,,
     Kentucky,2015,0,0,4425092,9676,209,997,1492,3307,4668,96362,22260,66320,7782,,,,,,
     Mississippi,2015,0,0,2992333,8254,259,862,1203,2294,4498,84790,24799,55748,4243,,,,,,
     Tennessee,2015,0,0,6600299,40400,406,1966,2676,7474,29844,193796,43247,137679,12870,,,,,,
     Arkansas,2015,0,0,2978204,15526,181,1300,1931,2098,11316,96836,22640,68424,5772,,,,,,
     Louisiana,2015,0,0,4670724,25208,481,1260,1723,5550,17454,156629,35453,111435,9741,,,,,,
     Oklahoma,2015,0,0,3911338,16506,234,1352,1849,3005,11418,112878,28406,74022,10450,,,,,,
     Texas,2015,0,0,27469114,113227,1316,8925,12250,31934,67727,777739,153054,557200,67485,,,,,,
     Arizona,2015,0,0,6828065,28012,309,2294,3108,6360,18235,207107,37957,152365,16785,,,,,,
     Colorado,2015,0,0,5456574,17515,176,2377,3257,3323,10759,144136,23454,104682,16000,,,,,,
     Idaho,2015,0,0,1654930,3568,32,533,694,192,2650,28858,6124,20863,1871,,,,,,
     Montana,2015,0,0,1032949,3611,36,431,547,210,2818,27100,3838,20844,2418,,,,,,
     Nevada,2015,0,0,2890845,20118,178,1238,1688,6287,11965,77137,22360,43426,11351,,,,,,
     New Mexico,2015,0,0,2085109,13681,117,1215,1672,2485,9407,77094,17085,51483,8526,,,,,,
     Utah,2015,0,0,2995919,7071,54,1098,1645,1326,4046,89278,12468,68103,8707,,,,,,
     Wyoming,2015,0,0,586107,1302,16,125,173,59,1054,11151,1762,8797,592,,,,,,
     Alaska,2015,0,0,738432,5392,59,650,901,761,3671,20806,3511,15249,2046,,,,,,
     California,2015,0,0,39144818,166883,1861,9387,12811,52862,99349,1024914,197404,656517,170993,,,,,,
     Hawaii,2015,0,0,1431603,4201,19,400,561,1203,2418,54346,6557,42010,5779,,,,,,
     Oregon,2015,0,0,4028977,10468,99,1164,1593,2146,6630,118719,18336,89836,10547,,,,,,
     Washington,2015,0,0,7170351,20394,211,2193,2705,5449,12029,248369,50993,170509,26867,,,,,,
Puerto Rico,2015,0,0,3474182,7629,584,123,165,4070,2810,37717,9150,24493,4074,,,,,,
     Connecticut,2016,0,0,3587685,8169,79,,791,2711,4588,64875,10107,47642,7126,,,,,,
     Connecticut,2017,0,0,3588184,8180,102,,837,2813,4428,63509,8890,47310,7309,,,,,,
     Maine,2016,0,0,1330232,1649,20,,413,268,948,21908,4001,17131,776,,,,,,
     Maine,2017,0,0,1335907,1617,23,,473,249,872,20133,3334,16006,793,,,,,,
     Massachusetts,2016,0,0,6823721,25975,135,,2141,5365,18334,106430,19204,79155,8071,,,,,,
     Massachusetts,2017,0,0,6859819,24560,173,,2197,4871,17319,98575,17089,73946,7540,,,,,,
     New Hampshire,2016,0,0,1335015,2668,19,,609,431,1609,20323,2989,16454,880,,,,,,
     New Hampshire,2017,0,0,1342795,2668,14,,663,419,1572,18555,2574,15066,915,,,,,,
     Rhode Island,2016,0,0,1057566,2529,29,,445,541,1514,18910,3650,14157,1103,,,,,,
     Rhode Island,2017,0,0,1059639,2460,20,,445,474,1521,18561,3217,13861,1483,,,,,,
     Vermont,2016,0,0,623354,851,14,,170,78,589,9705,1884,7637,184,,,,,,
     Vermont,2017,0,0,623657,1034,14,,218,92,710,8960,1854,6912,194,,,,,,
     New Jersey,2016,0,0,8978416,21861,378,,1454,8940,11089,138012,25229,101459,11324,,,,,,
     New Jersey,2017,0,0,9005644,20604,324,,1505,7895,10880,140086,23891,104025,12170,,,,,,
     New York,2016,0,0,19836286,74315,629,,6281,22310,45095,305224,39850,250990,14384,,,,,,
     New York,2017,0,0,19849399,70799,548,,6324,20108,43819,300555,35002,252143,13410,,,,,,
     Pennsylvania,2016,0,0,12787085,40389,674,,4459,12314,22942,222394,35178,174147,13069,,,,,,
     Pennsylvania,2017,0,0,12805537,40120,739,,4201,11793,23387,211220,32057,166178,12985,,,,,,
     Illinois,2016,0,0,12835726,56054,1061,,5003,17829,32161,263256,48193,195196,19867,,,,,,
     Illinois,2017,0,0,12802023,56180,997,,5556,17567,32060,257497,43459,193157,20881,,,,,,
     Indiana,2016,0,0,6634007,26516,431,,2449,7291,16345,168460,33567,120454,14439,,,,,,
     Indiana,2017,0,0,6666818,26598,397,,2625,6600,16976,161132,30140,115591,15401,,,,,,
     Michigan,2016,0,0,9933445,45782,612,,7268,7123,30779,190249,39738,130249,20262,,,,,,
     Michigan,2017,0,0,9962311,44826,569,,7031,6488,30738,179318,35641,124104,19573,,,,,,
     Ohio,2016,0,0,11622554,35759,683,,5754,12574,16748,300945,67081,214102,19762,,,,,,
     Ohio,2017,0,0,11658609,34683,710,,5859,11605,16509,282034,58573,203208,20253,,,,,,
     Wisconsin,2016,0,0,5772917,17716,232,,2005,4707,10772,111911,19498,82455,9958,,,,,,
     Wisconsin,2017,0,0,5795483,18539,186,,2139,4345,11869,104802,17599,77735,9468,,,,,,
     Iowa,2016,0,0,3130869,9170,73,,1278,1150,6669,65888,15306,45580,5002,,,,,,
     Iowa,2017,0,0,3145711,9230,104,,1234,1253,6639,66855,15078,46198,5579,,,,,,
     Kansas,2016,0,0,2907731,11665,132,,1618,1757,8158,82293,14759,60119,7415,,,,,,
     Kansas,2017,0,0,2913123,12030,160,,1627,1785,8458,81593,13931,59816,7846,,,,,,
     Minnesota,2016,0,0,5525050,13365,101,,2349,3730,7185,117723,18582,90421,8720,,,,,,
     Minnesota,2017,0,0,5576606,13291,113,,2385,3621,7172,122212,18787,93446,9979,,,,,,
     Missouri,2016,0,0,6091176,31720,538,,2557,6576,22049,170661,31716,120649,18296,,,,,,
     Missouri,2017,0,0,6113532,32420,600,,2729,6351,22740,173253,30081,123251,19921,,,,,,
     Nebraska,2016,0,0,1907603,5661,49,,1108,946,3558,43197,6459,32009,4729,,,,,,
     Nebraska,2017,0,0,1920076,5873,43,,1191,968,3671,43663,6472,31988,5203,,,,,,
     North Dakota,2016,0,0,755548,1905,16,,356,181,1352,17451,3248,12249,1954,,,,,,
     North Dakota,2017,0,0,755393,2125,10,,399,183,1533,16602,2942,11887,1773,,,,,,
     South Dakota,2016,0,0,861542,3636,28,,526,274,2808,17207,3002,12705,1500,,,,,,
     South Dakota,2017,0,0,869666,3771,25,,595,238,2913,16317,2707,12227,1383,,,,,,
     Delaware,2016,0,0,952698,4859,58,,311,1359,3131,26370,5028,19812,1530,,,,,,
     Delaware,2017,0,0,961939,4361,54,,334,1082,2891,23477,3970,18138,1369,,,,,,
     District of Columbia,2016,0,0,684336,8236,136,,533,3500,4067,32377,2361,27089,2927,,,,,,
     District of Columbia,2017,0,0,693972,6974,116,,444,2623,3791,29729,1809,25333,2587,,,,,,
     Florida,2016,0,0,20656589,88700,1111,,7598,20175,59816,553812,100325,410352,43135,,,,,,
     Florida,2017,0,0,20984400,85625,1057,,7940,18597,58031,527220,88853,395453,42914,,,,,,
     Georgia,2016,0,0,10313620,40268,682,,3381,12114,24091,307305,62715,218127,26463,,,,,,
     Georgia,2017,0,0,10429379,37258,703,,2718,10044,23793,298298,55374,216661,26263,,,,,,
     Maryland,2016,0,0,6024752,29019,536,,1827,10815,15841,139716,24832,100995,13889,,,,,,
     Maryland,2017,0,0,6052177,30273,546,,1691,11200,16836,134496,23508,97420,13568,,,,,,
     North Carolina,2016,0,0,10156689,37767,678,,2847,9336,24906,277765,72082,190377,15306,,,,,,
     North Carolina,2017,0,0,10273419,37364,591,,2715,9350,24708,261486,64786,180902,15798,,,,,,
     South Carolina,2016,0,0,4959822,25137,358,,2491,4071,18217,161534,33149,114455,13930,,,,,,
     South Carolina,2017,0,0,5024369,25432,390,,2504,3870,18668,160575,31306,115012,14257,,,,,,
     Virginia,2016,0,0,8414380,18495,482,,2830,4826,10357,157292,20159,127285,9848,,,,,,
     Virginia,2017,0,0,8470020,17632,453,,2862,4332,9985,151855,18468,123215,10172,,,,,,
     West Virginia,2016,0,0,1828637,6633,85,,684,720,5144,37282,9127,25657,2498,,,,,,
     West Virginia,2017,0,0,1815857,6368,85,,795,524,4964,33630,7628,23000,3002,,,,,,
     Alabama,2016,0,0,4860545,25878,407,,1915,4687,18869,143259,34045,97498,11716,,,,,,
     Alabama,2017,0,0,4874747,25551,404,,2028,4217,18902,144160,31477,99842,12841,,,,,,
     Kentucky,2016,0,0,4436113,10452,265,,1748,3371,5068,97713,20932,66833,9948,,,,,,
     Kentucky,2017,0,0,4454189,10056,263,,1661,2958,5174,94833,20195,64394,10244,,,,,,
     Mississippi,2016,0,0,2985415,8411,237,,1282,2433,4459,82521,23489,54725,4307,,,,,,
     Mississippi,2017,0,0,2984100,8526,245,,1091,2071,5119,81581,24710,52240,4631,,,,,,
     Tennessee,2016,0,0,6649404,42459,495,,2803,7829,31332,191199,40607,135353,15239,,,,,,
     Tennessee,2017,0,0,6715984,43755,527,,2934,7862,32432,197488,38716,140248,18524,,,,,,
     Arkansas,2016,0,0,2988231,16563,217,,2214,2125,12007,98092,23814,67091,7187,,,,,,
     Arkansas,2017,0,0,3004279,16671,258,,2053,1935,12425,92489,21862,63374,7253,,,,,,
     Louisiana,2016,0,0,4686157,26477,555,,1819,5575,18528,154511,34689,109492,10330,,,,,,
     Louisiana,2017,0,0,4684333,26092,582,,1867,5358,18285,157712,34265,112485,10962,,,,,,
     Oklahoma,2016,0,0,3921207,17855,247,,2100,3174,12334,118010,29376,76358,12276,,,,,,
     Oklahoma,2017,0,0,3930864,17934,242,,2142,3000,12550,113066,28608,72207,12251,,,,,,
     Texas,2016,0,0,27904862,121064,1478,,13446,33298,72842,769892,148796,552106,68990,,,,,,
     Texas,2017,0,0,28304596,124238,1412,,14470,32267,76089,725328,134066,523221,68041,,,,,,
     Arizona,2016,0,0,6908642,32542,389,,3304,7045,21804,207317,38216,150618,18483,,,,,,
     Arizona,2017,0,0,7016270,35644,416,,3581,7440,24207,204515,37627,147830,19058,,,,,,
     Colorado,2016,0,0,5530105,19030,189,,3635,3525,11681,152146,23825,108680,19641,,,,,,
     Colorado,2017,0,0,5607154,20638,221,,3858,3838,12721,151483,22813,106809,21861,,,,,,
     Idaho,2016,0,0,1680026,3876,49,,719,213,2895,29357,6318,20962,2077,,,,,,
     Idaho,2017,0,0,1716943,3888,32,,707,196,2953,28079,5655,20278,2146,,,,,,
     Montana,2016,0,0,1038656,3886,37,,598,268,2983,28156,3966,21427,2763,,,,,,
     Montana,2017,0,0,1050493,3961,41,,613,295,3012,27225,3615,21018,2592,,,,,,
     Nevada,2016,0,0,2939254,19924,228,,1729,6338,11629,75922,18816,43949,13157,,,,,,
     Nevada,2017,0,0,2998039,16667,274,,1890,4841,9662,78322,20049,45461,12812,,,,,,
     New Mexico,2016,0,0,2085432,14585,139,,1527,2737,10182,81930,17280,52907,11743,,,,,,
     New Mexico,2017,0,0,2088070,16359,148,,1259,3722,11230,82306,17917,52617,11772,,,,,,
     Utah,2016,0,0,3044321,7406,74,,1560,1528,4244,90561,12938,68261,9362,,,,,,
     Utah,2017,0,0,3101833,7410,73,,1697,1468,4172,86238,11817,64892,9529,,,,,,
     Wyoming,2016,0,0,584910,1431,20,,206,59,1146,11460,1771,8889,800,,,,,,
     Wyoming,2017,0,0,579315,1376,15,,263,76,1022,10604,1593,8232,779,,,,,,
     Alaska,2016,0,0,741522,5966,52,,1053,850,4011,24876,4053,17766,3057,,,,,,
     Alaska,2017,0,0,739795,6133,62,,863,951,4257,26204,4171,17775,4258,,,,,,
     California,2016,0,0,39296476,174796,1930,,13702,54789,104375,1002070,188304,637010,176756,,,,,,
     California,2017,0,0,39536653,177627,1830,,14721,56622,104454,987114,176690,642033,168391,,,,,,
     Hawaii,2016,0,0,1428683,3452,35,,601,985,1831,42353,5983,30871,5499,,,,,,
     Hawaii,2017,0,0,1427538,3577,39,,567,1077,1894,40392,5549,29574,5269,,,,,,
     Oregon,2016,0,0,4085989,10983,116,,1784,2307,6776,121716,16919,91507,13290,,,,,,
     Oregon,2017,0,0,4142776,11674,104,,1999,2432,7139,123722,17705,88877,17140,,,,,,
     Washington,2016,0,0,7280934,22101,195,,3133,5649,13124,254994,49249,173423,32322,,,,,,
     Washington,2017,0,0,7405743,22548,230,,3255,5390,13673,235027,43720,162511,28796,,,,,,
Puerto Rico ,2016,0,0,3406520,7643,679,,169,3201,3594,35201,8251,23163,3787,,,,,,
Puerto Rico ,2017,0,0,3337177,7762,679,,209,3055,3819,31176,7949,19633,3594,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
